Type,Udbudsform,Energimærke,Varmekilde,Byggeår,Rum,Bad,Toilet,Plan,Boligareal,Kælder,Garage,Grundareal,Kontantpris,Ejerudgift,address,Ombygget,Carport,Udhus,Fritliggende overdækning,Etage,Leje pr. md.,Depositum,Udestue,Ukendt bygning,Vindfang,Overdækket areal,Overdækning,Hønsehus,Legehus,Lade og garage,Tiloversbleven landbrugsbygning,Udhus (gildesal),Erhverv,Købspris,Teknisk Pris,Ydelse,Drivhus,"Stald til kvæg, får mv.","Maskinhus, garage mv.","Lade til foder, afgrøder mv.",pulterrum,Fritliggende udestue,Væksthus,Bygning til industri uden integreret produktionsapparat,Altan,Skur,,overdækket areal,Anneks,Anneks i tilknytning til helårsbolig.,Anden bygning til landbrug mv.,altan/terrasse,Overdækket terrasse,Lade/garage,Maskinhus,"(UDFASES) Bygning til erhvervsmæssig produktion vedrørende landbrug, gartneri, råstofudvinding o. lign",Pulterrum,kælderrum,Pejsestue,Stald,Lade,Kælderrum,Loftrum,Altan ,Anneks i tilknytning til fritids- og sommerhus,Fritliggende enfamiliehus,"Lade til halm, hø mv.",Ukendt,Depotrum ,Fyrrum,Værksted,Maskinhus&nbsp;,Staldbygning,altan,Drivhus 2,Sommerhus,kælder,Redskabsrum,Garage/udhus,Bolig,Disp. rum,Brændeskur,Anden bygning til serviceerhverv,Udestue ,Stald til svin,Stald til fjerkræ,Bygning til kontor,Landbrugsbygning,Svinestald,tagetage,Cykelskur,Udhuse,Bygning til detailhandel,udestue,garage/udhus,værksted,"maskinhus, garage mv.",Andre bygninger til landbrug mv.,Overdækning/brændeskur,Indendørs swimmingpool rum,Overdækkede arealer,Carport/udhus,Fællesrum i bygning 2 (værksted) ,Carport/Skur,altan/tagterrasse,areal af åben altan/tagterrasse,Anneks indeholdt i det samlede boligareal,Depotrum,Bygning til lager,Overdækket terrasse ,"Anden bygning til transport, handel etc",Værksted 109 m2 + 3 vær. til bolig 94 m2,"Bygning til erhvervsmæssig produktion vedrørende landbrug, gartneri",Underetage,Hestestald,Ridehal,Anden bygning til fritidsformål,Beboelse,Swimming pool,Erhverv - Værksted/Lade bygning,"Nørrebro 8B, stuen Værksted ",Andel fælleshus,Kælder under garage,balkonareal,Lagerbygning,Anden bygning til institutionsformål,Kælderum ,Pulterrum på loftet,Loftværelse ,"Kælder, jf. BBR-meddelelse",Stald&nbsp;,Pavillon,tagterrasse,Gammel mølle - bygning til fritidsformål,Badeværelse i kælder godkendt til beboelse,Parkeringspergola,anden villa,"Bygning til erhvervsmæssig produktion vedrørende landbrug, gartneri, råstofudvinding o. lign",Hundehus,Bygning til erhvervsmæssig produktion,Bygning til erhvervsmæssig produktion i,210,Anden bygning til produktion,Fritliggende udhus,Pulterrum i kælder,Anden bygning til helårsbeboelse,Orangeri,Overdækket areal ,Teknikrum,Isoleret skur/disponibelt rum,Overdækket terasse,staldbygning,maskinhus,Værksted/erhverv,Garage/Værksted,Lejlighed,Altan/terrasse,hobbyrum/indbygget udhus,stue/udestue,Depotrum i kælder,Bygning til træning og opstaldning af heste,Udekøkken/Udhus,Brugsret kælderrum,Erhvervsdel,Andel i fællesareal,Udhus/Værksted,Overterrasse/overdækning,Vaskehus,Overdækket altan,Erhvervsareal,Anneks med erhvervsstatus,Overdækket terrasse jf. fælles BBR,Overdækket arealt,Minkhal,Lysthus (ikke registreret på BBR),Garage (ikke registreret på BBR),Loftsrum,depotrum,Bygning til parkering af flere end to køretøjer i tilknytning til boliger,Kælder i maskinhus,Garage i kælder,hems og loftrum,øvrige arealer,Dobbelthus,Bygning til parkering- og transportanlæg,Fordelingstal:   238/710,Altan på ca. 6m2,Uudmyttet loftsrum,Værksted/udhus,overdækning,Erhverv - Anden bygning til landbrug mv.,"Erhverv - Lade til foder, afgrøder mv.",Strygestue,Skabsrum,Viktuolierum,Kælderum,garage,Erhverv. Heraf er 30m² udhus inkluderet.,Carport/Udhus,Voliere,Havepavillion,Carport/skur,udhus med indbygget carport på 21 kvm
Lejlighed,Salg,D,Centralvarme med én fyringsenhed,1970,3,1,1,,77,,,7.582,2.350.000,3.582,"Farum Hovedgade 82D, 1. th. 3520 Farum",,,,,1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,D,Fjernvarme/blokvarme,1877,5,2,3,3,191,41,,720,895.000,2.009,Herredsvej 42 6580 Vamdrup,1984,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,C,Fjernvarme/blokvarme,1930,8,2,3,3,220,120,30,1.135,6.795.000,5.077,Hasserisgade 43 9000 Aalborg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,C,Centralvarme med én fyringsenhed,1970,4,1,2,1,123,,,679,4.675.000,4.311,Skolekrogen 83 3500 Værløse,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rækkehus,Salg,B,Fjernvarme/blokvarme,1984,4,1,1,1,82,,,279,1.795.000,1.826,"Vægtens Kvarter 269K, Holluf Pile 5220 Odense SØ",,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andelsbolig,Salg,B,Fjernvarme,2008,4,1,1,1,102,,17,,,,Asserdalen 12 9550 Mariager,,,9,,,,,,,,,,,,,,,,230.000,1.142.697,7.367 mdr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lejlighed,Salg,D,"Centralvarme med én fyringsenhed, naturgas",1994,3,1,1,1,79,,,9.651,2.795.000,4.277,Klosterengen 111C 4000 Roskilde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,C,Fjernvarme,2001,5,1,2,1,151,,,1.015,2.695.000,2.574,"Gødvad Bygade 9, Gødvad 8600 Silkeborg",,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,E,Fjernvarme/blokvarme,1965,4,1,2,1,125,36,75,665,645.000,1.563,Skolekobbel 24 6510 Gram,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,C,Fjernvarme,1977,5,2,2,1,139,,,1.046,1.675.000,2.178,Sølund 5 9900 Frederikshavn,,31,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,B,Naturgas,2008,5,2,2,1,144,,,532,,,"Ridderløkke 1, Vester Sottrup 6400 Sønderborg",,41,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lejlighed,Salg,C,Fjernvarme,1980,4,1,2,1,111,,,,2.998.000,4.021,"Hjertingvej 2, st.. tv. 6700 Esbjerg",,,,,st.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rækkehus,Salg,D,"Fjernvarme, brændeovn",1890,3,1,1,2,82,,,123,925.000,1.318,"Byledsgade 36, Rønne 3700 Rønne",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,D,Fjernvarme,1894,12,3,5,3,346,143,35,591,22.000.000,8.330,Engmosevej 4 2920 Charlottenlund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,C,Centralvarme med én fyringsenhed,1995,6,2,2,1,150,,,707,3.195.000,3.564,Hylde Alle 13 4300 Holbæk,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,F,Elvarme,1981,4,1,1,1,112,,,704,3.495.000,3.662,Rosenhaven 205 2980 Kokkedal,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rækkehus,Salg,C,Naturgas,2007,3,1,1,1,89,,,399,,,Spurvevej 146A 4171 Glumsø,,22,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rækkehus,Salg,A2015,Fjernvarme/blokvarme,2016,3,2,2,2,129,,,208,4.248.000,2.798,"Blåhøjtoften 2, Stavtrup 8260 Viby J",,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rækkehus,Salg,B,Centralvarme med én fyringsenhed,1987,4,1,2,,95,,,4.313,4.650.000,3.996,Gammelmosevej 317G 2880 Bagsværd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,D,Naturgas,1978,5,1,2,1,126,,,933,3.495.000,3.308,Møllehaven 69 2690 Karlslunde,,25,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,B,Varmepumpe,1900,5,1,2,2,155,,,1.116,4.295.000,3.287,Ramsøvejen 14 4621 Gadstrup,1962,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,D,Centralvarme med én fyringsenhed,1952,3,1,1,1,90,15,,468,2.250.000,3.393,Spættevej 17 3000 Helsingør,,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lejlighed,Salg,D,Fjernvarme/blokvarme,1968,3,1,1,1,97,,,4.730,2.495.000,2.103,Kongsgårdsvej 20E 8260 Viby J,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Landejendom,Salg,C,Varmepumpe,1958,2,1,1,,128,128,,"12,1 ha",3.495.000,2.693,"Silkeborgvej 24, Pårup 7442 Engesvang",1969,,43,,,,,,,,,,,,,,,,,,,,,144,90,,,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,C,Centralvarme med naturgasfyr,1900,4,2,2,2,134,,,765,2.195.000,2.941,"Arnakke Gade 3, Arnakke 4390 Vipperød",1981,23,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,D,Fjernvarme/blokvarme,1915,3,1,2,3,101,34,,464,,,Dyblandsvangen 6 2700 Brønshøj,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,B,Varmepumpe,1969,4,1,2,1,164,,,716,4.495.000,3.295,Benedikte Alle 12 2690 Karlslunde,1978,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lejlighed,Salg,A2010,Fjernvarme/blokvarme,2023,2,1,1,1,48,,,,1.295.000,1.805,"Nørre Tranders Vej 9, st.., Aalborg 9000 Aalborg",,,,,st.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,A2015,Naturgas,2019,4,2,2,1,136,,47,771,6.695.000,4.687,Koldbyvej 13 2610 Rødovre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,D,Fjernvarme/blokvarme,1957,3,2,2,,124,,,821,575.000,1.324,Søndervang 12 6510 Gram,2011,,25,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rækkehus,Salg,C,Fjernvarme/blokvarme,1926,4,2,2,3,108,,,125,4.998.000,4.114,Poul Martin Møllers Vej 81 8000 Aarhus C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rækkehus,Salg,C,Fjernvarme,1926,4,2,2,3,108,,,180,5.300.000,4.288,Poul Martin Møllers Vej 1 8000 Aarhus C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,C,Fjernvarme,1962,4,2,2,,155,,28,861,3.085.000,2.768,"Violvej 36, Søndermarken 7100 Vejle",1974,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lejlighed,Salg,D,Centralvarme med én fyringsenhed,1963,4,1,1,1,89,,,49.159,2.095.000,3.583,"Søndermarken 56, 2. tv. 3060 Espergærde",,,,,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,C,Fjernvarme,1963,4,1,1,1,126,,,800,1.945.000,1.891,"Syrenvej 7, Hørby Skoleby 9500 Hobro",2020,,16,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,C,Fjernvarme,1927,5,1,3,3,142,73,,1.376,2.595.000,2.235,Gammel Skørpingvej 34 9520 Skørping,2012,26,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,C,Naturgas,1988,6,2,2,2,215,,50,1.491,1.495.000,1.591,"Frederiksbergvej 29H, Andst 6600 Vejen",,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lejlighed,Salg,E,Fjernvarme,1938,3,1,1,1,95,,19,621,795.000,2.546,"Nygade 25, 2. 4220 Korsør",,,,,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rækkehus,Salg,D,Centralvarme med én fyringsenhed,1976,4,1,1,1,111,,,280,2.395.000,2.463,"Højmarken 69, Gevninge 4000 Roskilde",,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,A2010,Varmepumpe,2006,5,2,2,1,157,,,917,2.795.000,2.451,Alléparken 22 5290 Marslev,,45,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,A2010,Varmepumpe,2007,6,2,3,2,170,83,,620,6.665.000,2.782,"Dornsvej 7, Mølholm 7100 Vejle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,C,Varmepumpe,1922,3,1,1,,125,,,6.376,,,Ejstrupvej 24 7362 Hampen,2000,,21,,,,,,,,,,,,,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fritidsbolig,Salg,,Elvarme,1974,4,1,1,,60,,,2.145,1.875.000,2.225,"Gøgevej 36, Rindby Strand 6720 Fanø",2001,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lejlighed,Salg,E,Fjernvarme/blokvarme,1902,3,1,1,1,72,,,440,950.000,2.072,"Hovedgaden 27C, 1. tv. 8410 Rønde",1978,,,,1.,,,,,,,,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fritidsbolig,Salg,,Elvarme,1960,2,1,1,1,46,,,1.245,1.195.000,1.723,Præsthøjvej 8 3300 Frederiksværk,1975,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
